step,train/reward_mean,train/reward_std,train/policy_kl,train/gen_length_mean,train/grad_norm,train/loss,train/learning_rate,train/beta_adaptive,train/clipped_ratio_frac,train/advantage_mean,train/advantage_std,train/turns_mean,train/r1_mean,train/r2_mean,train/r3_mean,train/r4_mean,train/r5_mean,train/episode_seconds,train/wall_seconds
43,0.20000000298023224,0.0,6.665409803390503,512.0,7.362264633178711,6.665409803390503,2.9684532864643123e-06,1.0,0.0068359375,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.71148324012756,3060.9563620090485
44,0.20000000298023224,0.0,6.562659502029419,512.0,4.786133289337158,6.562659502029419,2.8910861626005774e-06,1.0,0.0048828125,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.04708433151245,3129.02321434021
45,0.22499999403953552,0.02499999850988388,6.811275482177734,512.0,2.832031726837158,6.811432421207428,2.813333083910761e-06,1.0,0.0009765625,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,67.88817358016968,3196.926058292389
46,0.26249998807907104,0.012500002980232239,6.729470252990723,512.0,2.458949089050293,6.729823440313339,2.7352707832962865e-06,1.0,0.0009765625,1.1920928955078125e-06,0.9999991655349731,1.0,0.0,0.5,0.41666666666666663,1.0,0.0,67.66723012924194,3264.606023311615
47,0.23750001192092896,0.03750000149011612,6.646218776702881,512.0,0.8483266234397888,6.646916836500168,2.6569762988232838e-06,1.0,0.0029296875,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,66.94596481323242,3331.5662202835083
48,0.22499999403953552,0.02499999850988388,6.701812028884888,512.0,15.407252311706543,6.702155947685242,2.578526897695321e-06,1.0,0.0087890625,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,67.60091876983643,3399.1932411193848
49,0.25,0.05000000447034836,6.817770719528198,512.0,7.1781439781188965,6.817132115364075,2.5e-06,1.0,0.0068359375,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,67.6434977054596,3466.9271087646484
50,0.20000000298023224,0.0,6.545976638793945,512.0,2.1031723022460938,6.545976638793945,2.4214731023046795e-06,1.0,0.00390625,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.45144319534302,3538.840970516205
51,0.25,0.0,6.454456329345703,512.0,3.821763038635254,6.454456329345703,2.3430237011767166e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.41207981109619,3607.527051448822
52,0.23750001192092896,0.03750000149011612,6.503291845321655,512.0,2.886185884475708,6.5032612681388855,2.2647292167037143e-06,1.0,0.0009765625,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.03170442581177,3675.5682837963104
53,0.22499999403953552,0.02499999850988388,6.646700143814087,512.0,1.398567795753479,6.646546572446823,2.186666916089239e-06,1.0,0.0,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,68.14163947105408,3743.7376580238342
54,0.25,0.05000000447034836,6.59146523475647,512.0,2.1298911571502686,6.59188786149025,2.1089138373994226e-06,1.0,0.0009765625,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.31962633132935,3812.0735783576965
55,0.22499999403953552,0.02499999850988388,6.664849042892456,512.0,0.9241100549697876,6.664680689573288,2.031546713535688e-06,1.0,0.0,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,68.39090156555176,3880.4765405654907
56,0.20000000298023224,0.0,6.80838680267334,512.0,0.7189382910728455,6.80838680267334,1.9546418965086444e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.42561984062195,3948.915168762207
57,0.2875000238418579,0.012500002980232239,6.55322265625,512.0,0.6685672402381897,6.553256094455719,1.8782752820878636e-06,1.0,0.0,-1.1920928955078125e-06,0.9999991655349731,1.0,0.0,0.5,0.5833333333333333,1.0,0.0,68.64740538597107,4017.5792932510376
58,0.25,0.05000000447034836,6.450546741485596,512.0,1.613724708557129,6.450201332569122,1.8025222349019273e-06,1.0,0.001953125,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.4027144908905,4085.992217063904
59,0.22499999403953552,0.02499999850988388,6.779865980148315,512.0,0.2617391049861908,6.779872238636017,1.7274575140626318e-06,1.0,0.0,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,68.60163950920105,4154.637866258621
60,0.20000000298023224,0.0,6.607267141342163,512.0,0.75919508934021,6.607267141342163,1.6531551993867717e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.14146614074707,4222.794612169266
61,0.23750001192092896,0.03750000149011612,6.624663591384888,512.0,0.18172264099121094,6.624581545591354,1.5796886182883053e-06,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.3393235206604,4291.144097805023
62,0.2750000059604645,0.0,6.826480865478516,512.0,0.45516496896743774,6.826480865478516,1.5071302734130488e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,68.4289562702179,4359.584978818893
63,0.20000000298023224,0.0,6.897211074829102,512.0,0.3354370594024658,6.897211074829102,1.4355517710873184e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.2838282585144,4426.883489608765
64,0.26249998807907104,0.012500002980232239,6.4276123046875,512.0,0.3659590482711792,6.427502006292343,1.3650237506511333e-06,1.0,0.0009765625,1.1920928955078125e-06,0.9999991655349731,1.0,0.0,0.5,0.41666666666666663,1.0,0.0,67.60134840011597,4494.4991726875305
65,0.22499999403953552,0.02499999850988388,6.658298015594482,512.0,0.225115567445755,6.658309906721115,1.2956158147457116e-06,1.0,0.0,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,67.79648852348328,4562.3239958286285
66,0.20000000298023224,0.0,6.542628049850464,512.0,0.3315087854862213,6.542628049850464,1.2273964606240718e-06,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.30469059944153,4630.6409504413605
67,0.203000009059906,0.00299999862909317,6.616043567657471,512.0,0.06986883282661438,6.616103649139404,1.160433012552508e-06,1.0,0.0,-2.5033950805664062e-06,0.9999966621398926,1.0,0.0,0.5,0.25,1.0,0.0,67.42597532272339,4698.09503030777
68,0.22499999403953552,0.02499999850988388,6.468272686004639,512.0,0.1265254020690918,6.468460500240326,1.0947915553696742e-06,1.0,0.0009765625,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,67.68893003463745,4765.8070385456085
69,0.23750001192092896,0.03750000149011612,6.535107135772705,512.0,0.1632208377122879,6.535099774599075,1.0305368692688175e-06,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.11121606826782,4833.979709386826
70,0.2875000238418579,0.012500002980232239,6.535387277603149,512.0,0.22517934441566467,6.535300821065903,9.677323658675594e-07,1.0,0.0,-1.1920928955078125e-06,0.9999991655349731,1.0,0.0,0.5,0.5833333333333333,1.0,0.0,67.6475100517273,4901.641134738922
71,0.20000000298023224,0.0,6.708882093429565,512.0,0.2047017365694046,6.708882093429565,9.064400256282757e-07,1.0,0.0009765625,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.48910999298096,4969.148658037186
72,0.25,0.0,6.43555212020874,512.0,0.23132912814617157,6.43555212020874,8.467203366908708e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.05825614929199,5037.2750861644745
73,0.2750000059604645,0.025000005960464478,6.3729071617126465,512.0,0.18606896698474884,6.372854292392731,7.886322351782782e-07,1.0,0.0,0.0,0.9999996423721313,1.0,0.0,0.5,0.5,1.0,0.0,68.09794473648071,5105.40055513382
74,0.20000000298023224,0.0,6.394914627075195,512.0,0.1410241723060608,6.394914627075195,7.322330470336314e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,67.87288284301758,5173.29497218132
75,0.23750001192092896,0.03750000149011612,6.699611663818359,512.0,0.1299375295639038,6.699579983949661,6.775784314464717e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,67.92908334732056,5241.265656709671
76,0.23750001192092896,0.03750000149011612,6.637796640396118,512.0,0.17096494138240814,6.63787168264389,6.247223259238511e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,68.84159755706787,5310.377714633942
77,0.20000000298023224,0.0,6.599431991577148,512.0,0.10168323665857315,6.599431991577148,5.737168930605272e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.27831792831421,5378.668410539627
78,0.23750001192092896,0.03750000149011612,6.649322986602783,512.0,0.09175197035074234,6.649339824914932,5.24612469060774e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,67.60602593421936,5446.293593883514
79,0.25,0.05000000447034836,6.674534797668457,512.0,0.3593483865261078,6.674382269382477,4.774575140626317e-07,1.0,0.0,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,67.62420630455017,5513.937417507172
80,0.25,0.05000000447034836,6.366158962249756,512.0,0.7107150554656982,6.366029888391495,4.3229856431359516e-07,1.0,0.0009765625,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,67.84745478630066,5581.798931360245
81,0.2750000059604645,0.0,6.342113018035889,512.0,0.08391701430082321,6.342113018035889,3.891801862449629e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,67.86131691932678,5649.680575847626
82,0.25,0.05000000447034836,6.6412434577941895,512.0,0.07457154989242554,6.641217529773712,3.481449324901412e-07,1.0,0.0,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,67.82396125793457,5717.514670848846
83,0.2750000059604645,0.025000005960464478,6.750959157943726,512.0,0.05663999170064926,6.750983953475952,3.092332998903416e-07,1.0,0.0,0.0,0.9999996423721313,1.0,0.0,0.5,0.5,1.0,0.0,67.94946336746216,5785.475661039352
84,0.25,0.05000000447034836,6.540222644805908,512.0,0.04848634451627731,6.540286630392075,2.7248368952908055e-07,1.0,0.0,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.40630149841309,5853.895103216171
85,0.2750000059604645,0.0,6.671170473098755,512.0,0.06767906993627548,6.671170473098755,2.3793236883495164e-07,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,68.48497700691223,5922.425119161606
86,0.20000000298023224,0.0,6.4692792892456055,512.0,0.34758561849594116,6.4692792892456055,2.0561343579004716e-07,1.0,0.0009765625,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.33295011520386,5990.771816730499
87,0.22499999403953552,0.02499999850988388,6.492162227630615,512.0,0.10952085256576538,6.492136478424072,1.7555878527937164e-07,1.0,0.0,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,68.24338984489441,6059.027973413467
88,0.23750001192092896,0.03750000149011612,6.292478084564209,512.0,0.08613956719636917,6.29246911406517,1.4779807761443638e-07,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,69.67457818984985,6128.717672586441
89,0.2750000059604645,0.025000005960464478,6.800068378448486,512.0,0.07087409496307373,6.80010113120079,1.223587092621162e-07,1.0,0.0,0.0,0.9999996423721313,1.0,0.0,0.5,0.5,1.0,0.0,71.75866508483887,6200.489709377289
90,0.22499999403953552,0.02499999850988388,6.759126663208008,512.0,0.12900032103061676,6.759095072746277,9.926578580764234e-08,1.0,0.0,2.980232238769531e-07,0.9999996423721313,1.0,0.0,0.5,0.16666666666666666,1.0,0.0,68.71959662437439,6269.220626115799
91,0.20000000298023224,0.0,6.60054087638855,512.0,0.0460418276488781,6.60054087638855,7.854209717842231e-08,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,69.66037440299988,6338.917540550232
92,0.25,0.05000000447034836,6.968667268753052,512.0,0.14510861039161682,6.968566060066223,6.020809515313141e-08,1.0,0.0,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.7196273803711,6407.676869869232
93,0.20000000298023224,0.0,6.7536680698394775,512.0,0.08584025502204895,6.7536680698394775,4.428187317827848e-08,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,68.66800689697266,6476.37233877182
94,0.25,0.05000000447034836,6.37150764465332,512.0,0.06311485916376114,6.371479630470276,3.077914851215585e-08,1.0,0.0,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,68.10760545730591,6544.496387720108
95,0.26249998807907104,0.012500002980232239,6.747125864028931,512.0,0.09815520793199539,6.7470890283584595,1.9713246713805588e-08,1.0,0.0,1.1920928955078125e-06,0.9999991655349731,1.0,0.0,0.5,0.41666666666666663,1.0,0.0,67.59359216690063,6612.108088254929
96,0.25,0.0,6.841522693634033,512.0,0.09044258296489716,6.841522693634033,1.109508849230001e-08,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,67.38511610031128,6679.5059287548065
97,0.23750001192092896,0.03750000149011612,6.557358741760254,512.0,0.06516006588935852,6.557363331317902,4.933178929321103e-09,1.0,0.0,-1.7881393432617188e-07,0.9999997019767761,1.0,0.0,0.5,0.25,1.0,0.0,67.39749765396118,6746.919906616211
98,0.30000001192092896,0.0,6.502868890762329,512.0,0.04515722021460533,6.502868890762329,1.2335990856710001e-09,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.6666666666666666,1.0,0.0,67.7849690914154,6814.7143013477325
99,0.25,0.05000000447034836,6.595683813095093,512.0,0.09106983989477158,6.5956467390060425,0.0,1.0,0.0,1.4901161193847656e-07,0.9999997615814209,1.0,0.0,0.5,0.3333333333333333,1.0,0.0,67.81123685836792,6882.539839029312
